,Away Team,Home Team,Winner,Away Win,ADJOE_diff,ADJDE_diff,BARTHAG_diff,EFG_O_diff,EFG_D_diff,TOR_diff,TORD_diff,ORB_diff,DRB_diff,FTR_diff,FTRD_diff,2P_O_diff,2P_D_diff,3P_O_diff,3P_D_diff,ADJ_T_diff,WAB_diff
817,Villanova,Oklahoma St.,Villanova,Y,0.6278713629402755,0.33395522388059734,0.6002561714019562,0.5709779179810726,0.4087591240875912,0.45771144278606957,0.5210526315789473,0.5773955773955775,0.4516129032258065,0.6169724770642201,0.42363636363636364,0.6684491978609626,0.48115942028985514,0.4235294117647059,0.41860465116279066,0.4372881355932201,0.6719576719576719
818,VMI,Stetson,VMI,Y,0.6232771822358345,0.3526119402985078,0.5846530041918957,0.6182965299684542,0.4927007299270072,0.4626865671641791,0.44210526315789467,0.32923832923832924,0.342741935483871,0.6261467889908257,0.46545454545454545,0.5320855614973261,0.515942028985507,0.6745098039215686,0.5395348837209303,0.5999999999999996,0.6172839506172839
819,Lehigh,Kansas St.,Kansas St.,N,0.5329249617151606,0.7462686567164181,0.27072659524918485,0.6940063091482649,0.4781021897810218,0.5671641791044777,0.12105263157894736,0.36363636363636365,0.592741935483871,0.628440366972477,0.48000000000000004,0.5427807486631016,0.4666666666666665,0.8549019607843138,0.5813953488372092,0.7898305084745763,0.32451499118165783
820,St. Francis PA,Virginia Tech,Virginia Tech,N,0.3460949464012251,0.7182835820895521,0.16284350256171398,0.25867507886435315,0.5802919708029195,0.517412935323383,0.2526315789473683,0.5749385749385748,0.5766129032258065,0.6009174311926606,0.5836363636363636,0.2914438502673796,0.6115942028985506,0.3411764705882352,0.567441860465116,0.6711864406779661,0.2892416225749559
821,Marist,Buffalo,Buffalo,N,0.3415007656967841,0.585820895522388,0.2001630181648812,0.43848580441640367,0.6131386861313869,0.6567164179104477,0.4473684210526316,0.2997542997542998,0.5080645161290324,0.518348623853211,0.5563636363636364,0.3315508021390372,0.5362318840579711,0.6039215686274507,0.758139534883721,0.2135593220338982,0.1728395061728395
822,Abilene Christian,UC Riverside,Abilene Christian,Y,0.6049004594180702,0.15858208955223904,0.7271774569166278,0.49526813880126164,0.23722627737226257,0.36318407960199006,0.8842105263157896,0.5282555282555282,0.6008064516129032,0.7889908256880733,0.5727272727272728,0.5240641711229945,0.32753623188405767,0.49019607843137264,0.2883720930232556,0.5966101694915252,0.8112874779541446
823,American,UMBC,American,Y,0.6493108728943338,0.40671641791044794,0.6028761061946902,0.6246056782334386,0.2883211678832117,0.5323383084577114,0.22631578947368425,0.5208845208845209,0.6411290322580645,0.6376146788990824,0.5181818181818182,0.6256684491978609,0.38840579710144923,0.5490196078431372,0.24651162790697675,0.576271186440678,0.47971781305114636
824,Arkansas Pine Bluff,Little Rock,Arkansas Pine Bluff,Y,0.48085758039816207,0.48880597014925375,0.4077200745225896,0.2839116719242902,0.3795620437956205,0.48756218905472637,0.5157894736842106,0.5995085995085995,0.6612903225806451,0.5275229357798165,0.5690909090909091,0.2513368983957219,0.4144927536231881,0.43921568627450974,0.47906976744186064,0.35593220338983006,0.5520282186948854
825,Army,Miami OH,Miami OH,N,0.43338437978560473,0.378731343283582,0.3972985561248253,0.5047318611987381,0.4854014598540144,0.4029850746268657,0.6052631578947368,0.27518427518427524,0.42338709677419345,0.29128440366972475,0.38363636363636366,0.5240641711229945,0.5014492753623188,0.4823529411764707,0.5395348837209303,0.6406779661016951,0.4426807760141093
826,Austin Peay,Ohio,Ohio,N,0.7258805513016842,0.4626865671641793,0.6323358174196554,0.6088328075709778,0.4671532846715329,0.34328358208955234,0.6210526315789474,0.5823095823095823,0.625,0.5642201834862385,0.5381818181818182,0.4732620320855614,0.5739130434782608,0.807843137254902,0.3813953488372094,0.5050847457627121,0.6031746031746031
827,Belmont,Kennesaw St.,Belmont,Y,0.906584992343032,0.21828358208955226,0.9330461108523521,1.0,0.2226277372262772,0.3233830845771144,0.44210526315789467,0.3857493857493858,0.28629032258064513,0.49311926605504586,0.47818181818181815,1.0,0.25217391304347814,0.7215686274509805,0.4,0.616949152542373,0.8853615520282186
828,Cal St. Fullerton,Sacramento St.,Sacramento St.,N,0.5528330781010717,0.3003731343283583,0.5820912901723334,0.4858044164037854,0.24817518248175152,0.5124378109452736,0.2578947368421054,0.3906633906633907,0.5161290322580644,0.6444954128440367,0.46363636363636374,0.516042780748663,0.3739130434782608,0.4117647058823529,0.23720930232558143,0.589830508474576,0.5873015873015873
829,Cal Baptist,Howard,Howard,N,0.5957120980091882,0.24253731343283605,0.6569049836981835,0.5583596214511042,0.29562043795620424,0.572139303482587,0.2526315789473684,0.47174447174447176,0.3387096774193548,0.49770642201834864,0.5163636363636365,0.5935828877005347,0.3275362318840579,0.4235294117647059,0.46511627906976744,0.41355932203389845,0.6031746031746031
830,Campbell,Georgetown,Georgetown,N,0.5313935681470137,0.5055970149253732,0.3989869585468095,0.5299684542586749,0.5656934306569342,0.35820895522388074,0.6684210526315789,0.34889434889434884,0.6290322580645161,0.3692660550458715,0.5872727272727273,0.601604278074866,0.5565217391304347,0.43137254901960764,0.6232558139534883,0.29830508474576267,0.4497354497354497
831,Central Arkansas,Saint Louis,Saint Louis,N,0.5022970903522204,0.6455223880597016,0.2641476478807638,0.5488958990536277,0.5875912408759123,0.5323383084577114,0.4263157894736843,0.199017199017199,0.754032258064516,0.4105504587155964,0.4981818181818181,0.4385026737967912,0.571014492753623,0.6941176470588235,0.6511627906976744,0.6644067796610168,0.3562610229276896
832,Chicago St.,Bradley,Bradley,N,0.35068912710566613,0.6791044776119404,0.2473800652072659,0.29968454258675076,0.7773722627737225,0.6965174129353233,0.41052631578947374,0.3685503685503686,0.8104838709677419,0.45642201834862395,0.4527272727272727,0.3823529411764705,0.7710144927536231,0.25490196078431365,0.7348837209302328,0.7016949152542374,0.30687830687830686
833,Cincinnati,Mississippi,Cincinnati,Y,0.5283307810107196,0.2891791044776119,0.5517582673497904,0.3438485804416403,0.31751824817518237,0.4029850746268657,0.5157894736842104,0.6584766584766584,0.5201612903225806,0.6834862385321101,0.4290909090909091,0.3262032085561496,0.35072463768115925,0.45098039215686286,0.3813953488372094,0.3593220338983049,0.6225749559082892
